"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MWA","Mueller Water Products Inc","11.06","$1.75B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",
"MPLN","MultiPlan Corporation","8.81","$5.88B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mpln",
"MPLN.WS","MultiPlan Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mpln.ws",
"MVF","MuniVest Fund, Inc.","8.66","$561.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","14.65","$67.93M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mza",
"MUR","Murphy Oil Corporation","8.29","$1.27B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","124.54","$3.63B","2013","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/musa",
"GRIL","Muscle Maker, Inc","1.62","$17.44M","2020","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/gril",
"MBIO","Mustang Bio, Inc.","3.11","$175.94M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbio",
"MVO","MV Oil Trust","2.53","$29.1M","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mvo",
"MVBF","MVB Financial Corp.","17.05","$204M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mvbf",
"MVC","MVC Capital, Inc.","7.84","$138.96M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvc",
"MVCD","MVC Capital, Inc.","25.0866","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mvcd",
"MYSZ","My Size, Inc.","1.12","$8.1M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mysz",
"MYE","Myers Industries, Inc.","14.37","$514.37M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",
"MYL","Mylan N.V.","15.42","$7.97B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myl",
"MYOK","MyoKardia, Inc.","221.94","$11.83B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myok",
"MYO","Myomo Inc.","4.56","$16.74M","2017","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/myo",
"MYOS","MYOS RENS Technology Inc.","1.24","$15.12M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myos",
"MYOV","Myovant Sciences Ltd.","15.95","$1.44B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",
"MYRG","MYR Group, Inc.","43.94","$734.19M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","13.01","$978.44M","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/mygn",
"NBR","Nabors Industries Ltd.","27.13","$197.93M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","4.9886","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",
"NBRV","Nabriva Therapeutics plc","0.5767","$83.02M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbrv",
"NC","NACCO Industries, Inc.","21.61","$151.97M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",
"NAKD","Naked Brand Group Limited","0.0915","$3.98M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/nakd",
"NTP","Nam Tai Property Inc.","5.52","$319.35M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",
"NNDM","Nano Dimension Ltd.","4.38","$235.22M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/nndm",
"NSTG","NanoString Technologies, Inc.","39.69","$1.74B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","0.787","$7.49M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/naov",
"NNVC","NanoViricides, Inc.","3.89","$41.44M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/nnvc",
"NNOX","NANO-X IMAGING LTD","33.2","$1.49B","2020","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/nnox",
"NH","NantHealth, Inc.","2.34","$259.8M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","8.65","$933.94M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","24.74","$453.91M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/nssc",
"ATEST","NASDAQ TEST STOCK","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atest.c",
"NTEST","NASDAQ TEST STOCK","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",
"NDAQ","Nasdaq, Inc.","127.48","$20.94B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","72.55","$6.1B","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","51","$209.85M","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/nath",
"NBHC","National Bank Holdings Corporation","29.93","$914.93M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",
"NKSH","National Bankshares, Inc.","25.75","$167.11M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","84.48","$3.94B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","2.27","$180.72M","2007","Consumer Services","Advertising","https://old.nasdaq.com/symbol/ncmi",
"NESR","National Energy Services Reunited Corp.","7.67","$671.09M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","1","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesrw",
"NFG","National Fuel Gas Company","41.37","$3.76B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",
"NGHC","National General Holdings Corp","34","$3.86B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","25.84","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.22","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.22","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","25.45","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcz",
"NGG","National Grid Transco, PLC","60.59","$42.66B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","56.66","$2.53B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",
"NHC","National HealthCare Corporation","63.38","$973.36M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/nhc",
"NHLD","National Holdings Corporation","2","$27.17M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","0.073","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","35.89","$4.72B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nati",
"NOV","National Oilwell Varco, Inc.","8.7","$3.38B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","81.93","$575.26M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"NRC","National Research Corporation","53.15","$1.34B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/nrc",
"NNN","National Retail Properties","33.63","$5.84B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",
"NNN^F","National Retail Properties","25.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",
"NRUC","National Rural Utilities Cooperative Finance Corporation","27.4","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",
"NSEC","National Security Group, Inc.","11.86","$30.02M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nsec",
"SID","National Steel Company","3.51","$4.84B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","32.59","$2.25B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","26.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",
"EYE","National Vision Holdings, Inc.","41.24","$3.32B","2017","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","189.9","$690.48M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nwli",
"NTCO","Natura &Co Holding S.A.","17.05","$11.72B","2020","n/a","n/a","https://old.nasdaq.com/symbol/ntco",
"NAII","Natural Alternatives International, Inc.","7.82","$51M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/naii",
"NGS","Natural Gas Services Group, Inc.","9.35","$125.91M","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","12.52","$282M","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",
"NHTC","Natural Health Trends Corp.","6.09","$69.56M","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/nhtc",
"NRP","Natural Resource Partners LP","12.25","$150.2M","2002","Energy","Coal Mining","https://old.nasdaq.com/symbol/nrp",
"NATR","Nature&#39;s Sunshine Products, Inc.","11.46","$223.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/natr",
"NTUS","Natus Medical Incorporated","18.04","$611.04M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ntus",
"NTZ","Natuzzi, S.p.A.","5.66","$62.09M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/ntz",
"NWG","NatWest Group plc","2.93","$17.77B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/nwg",
"NLS","Nautilus Group, Inc. (The)","24.11","$722.51M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/nls",
"NAVB","Navidea Biopharmaceuticals, Inc.","2.58","$67.9M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/navb",
"JSM","Navient Corporation","21.88","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","9.74","$1.89B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/navi",
"NVGS","Navigator Holdings Ltd.","7.88","$440.53M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","4.07","$65.49M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nna",
"NMCI","Navios Maritime Containers L.P.","1.42","$49.14M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmci",
"NM","Navios Maritime Holdings Inc.","1.72","$23.16M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","3.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","3.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^h",
"NMM","Navios Maritime Partners LP","6.14","$67.46M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","43.39","$4.32B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","24.5","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",
"NSH.U","NavSight Holdings, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/nsh.u",
"NBTB","NBT Bancorp Inc.","27.63","$1.2B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbtb",
"NCNO","nCino, Inc.","79.89","$7.28B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ncno",
"NCR","NCR Corporation","21.88","$2.81B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ncr",
"NCSM","NCS Multistage Holdings, Inc.","0.7001","$33.03M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ncsm",
"NP","Neenah, Inc.","38.6","$648.56M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/np",
"NKTR","Nektar Therapeutics","16.87","$3.02B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nktr",
"NNI","Nelnet, Inc.","66.9","$2.56B","2003","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nni",
"NMRD","Nemaura Medical Inc.","3.82","$87.45M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","69.71","$3.7B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","42.97","$4.75B","n/a","Health Care","Precision Instruments","https://old.nasdaq.com/symbol/neo",
"NLTX","Neoleukin Therapeutics, Inc.","12.3","$513.51M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nltx",
"NEON","Neonode Inc.","7.44","$80.23M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/neon",
"NPTN","NeoPhotonics Corporation","6.83","$338.53M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/nptn",
"NEOS","Neos Therapeutics, Inc.","0.528","$26.27M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","2.54","$57.52M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcn",
"NEPH","Nephros, Inc.","6.71","$60.66M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/neph",
"NEPT","Neptune Wellness Solutions Inc.","2.16","$241M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nept",
"NSCO","Nesco Holdings, Inc.","4.51","$221.14M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/nsco",
"NSCO.WS","Nesco Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsco.ws",
"UEPS","Net 1 UEPS Technologies, Inc.","3.13","$177.28M","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","7.05","$34.16M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","48","$10.66B","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","87.35","$59.88B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ntes",
"NFIN","Netfin Acquisition Corp.","12.9","$416.75M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/nfin",
"NFINU","Netfin Acquisition Corp.","14.29","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/nfinu",
"NFINW","Netfin Acquisition Corp.","2.7","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/nfinw",
"NFLX","Netflix, Inc.","530.72","$234.06B","2002","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","34.1","$1.02B","2003","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ntgr",
"NTCT","NetScout Systems, Inc.","23.56","$1.71B","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","2.92","$34.24M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntwk",
"NTST","NetSTREIT Corp.","17.52","$455.34M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ntst",
"NTIP","Network-1 Technologies, Inc.","2.87","$68.94M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/ntip",
"NBSE","NeuBase Therapeutics, Inc. ","8.36","$193.3M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbse",
"NBW","Neuberger Berman California Municipal Fund Inc","13.12","$72.83M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","10.96","$214.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP and Energy Income Fund Inc.","2.55","$144.48M","2013","n/a","n/a","https://old.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","14.7","$276.57M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","11.75","$59.66M","2002","n/a","n/a","https://old.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","3.79","$179.72M","2003","n/a","n/a","https://old.nasdaq.com/symbol/nro",
"NRBO","NeuroBo Pharmaceuticals, Inc.","6.28","$103.16M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nrbo",
"NBIX","Neurocrine Biosciences, Inc.","100.69","$9.39B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","1.69","$6.4M","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuro",
"STIM","Neuronetics, Inc.","6.03","$113.74M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/stim",
"NTRP","Neurotrope, Inc.","1.11","$26.39M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntrp",
"NVRO","Nevro Corp.","151.51","$5.2B","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","8.11","$189.52M","1988","n/a","n/a","https://old.nasdaq.com/symbol/hyb",
"GBR","New Concept Energy, Inc","1.56","$8.01M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","48.51","$177.19M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/nen",
"NFE","New Fortress Energy Inc.","50.81","$8.57B","2019","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfe",
"NFH","New Frontier Health Corporation","8.9","$1.17B","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nfh",
"NFH.WS","New Frontier Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfh.ws",
"GF","New Germany Fund, Inc. (The)","17.35","$272.9M","1990","n/a","n/a","https://old.nasdaq.com/symbol/gf",
"NGD","New Gold Inc.","2.08","$1.41B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ngd",
"NWHM","New Home Company Inc. (The)","5.59","$101.92M","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","8.23","$40.48M","1990","n/a","n/a","https://old.nasdaq.com/symbol/irl",
"NMFC","New Mountain Finance Corporation","9.435","$913.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nmfc",
"NMFCL","New Mountain Finance Corporation","25.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nmfcl",
"EDU","New Oriental Education & Technology Group, Inc.","164.95","$26.25B","2006","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/edu",
"NPA","New Providence Acquisition Corp.","10.1897","$292.95M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npa",
"NPAUU","New Providence Acquisition Corp.","10.4","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npauu",
"NPAWW","New Providence Acquisition Corp.","1.06","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npaww",
"NEWR","New Relic, Inc.","63.35","$3.82B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","8.05","$3.35B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nrz",
"NRZ^A","New Residential Investment Corp.","21.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^a",
"NRZ^B","New Residential Investment Corp.","20.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^b",
"NRZ^C","New Residential Investment Corp.","18.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^c",
"SNR","New Senior Investment Group Inc.","4.01","$332.93M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snr",
"NYC","New York City REIT, Inc.","11.7","$149.79M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nyc",
"NYCB","New York Community Bancorp, Inc.","8.22","$3.81B","n/a","Finance","Banks","https://old.nasdaq.com/symbol/nycb",
"NYCB^A","New York Community Bancorp, Inc.","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^a",
"NYCB^U","New York Community Bancorp, Inc.","44.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^u",
"NYMT","New York Mortgage Trust, Inc.","2.6","$982.14M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymt",
"NYMTM","New York Mortgage Trust, Inc.","19.115","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtm",
"NYMTN","New York Mortgage Trust, Inc.","19.74","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","20.43","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","19.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtp",
"NYT","New York Times Company (The)","43.81","$7.31B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nyt",
"NBEV","NewAge, Inc.","2.43","$239.14M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/nbev",
"NEWA","Newater Technology, Inc.","3.53","$38.16M","2017","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/newa",
"NBAC","Newborn Acquisition Corp.","10","$74.6M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbac",
"NBACR","Newborn Acquisition Corp.","0.2699","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacr",
"NBACU","Newborn Acquisition Corp.","10.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacu",
"NBACW","Newborn Acquisition Corp.","0.35","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nbacw",
"NWL","Newell Brands Inc.","17.59","$7.46B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/nwl",
"NWGI","Newgioco Group, Inc.","1.75","$29.16M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nwgi",
"NHIC","NewHold Investment Corp.","9.64","$144.6M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nhic",
"NHICU","NewHold Investment Corp.","9.97","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nhicu",
"NHICW","NewHold Investment Corp.","0.5701","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/nhicw",
"NJR","NewJersey Resources Corporation","28.36","$2.72B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/njr",
"NMRK","Newmark Group, Inc.","5","$896.28M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/nmrk",
"NEU","NewMarket Corporation","359.4","$3.93B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/neu",
"NEM","Newmont Corporation","61.71","$49.56B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","0.8103","$73.45M","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nr",
"NWS","News Corporation","13.68","$8.08B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nws",
"NWSA","News Corporation","13.77","$8.13B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nwsa",
"NEWT","Newtek Business Services Corp.","17.83","$377.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newt",
"NEWTI","Newtek Business Services Corp.","25.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newti",
"NEWTL","Newtek Business Services Corp.","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newtl",
"NEXA","Nexa Resources S.A.","5.48","$725.76M","2017","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nexa",
"NXMD","Nexeon Medsystems, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxmd",
"NXE","Nexgen Energy Ltd.","1.675","$631.08M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/nxe",
"NREF","NexPoint Real Estate Finance, Inc.","14.11","$74.25M","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nref",
"NREF^A","NexPoint Real Estate Finance, Inc.","24.3328","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nref^a",
"NXRT","NexPoint Residential Trust, Inc.","43.17","$1.05B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nxrt",
